0;126;0 28;126;0 19,7989898732233;126;-19,7989898732233
28;126;0 56;119;0 39,5979797464467;119;-39,5979797464467 19,7989898732233;126;-19,7989898732233
56;119;0 63;105;0 44,5477272147525;105;-44,5477272147525 39,5979797464467;119;-39,5979797464467
63;105;0 70;91;0 49,4974746830583;91;-49,4974746830583 44,5477272147525;105;-44,5477272147525
70;91;0 84;84;0 59,39696961967;84;-59,39696961967 49,4974746830583;91;-49,4974746830583
84;84;0 70;49;0 49,4974746830583;49;-49,4974746830583 59,39696961967;84;-59,39696961967
70;49;0 42;35;0 29,698484809835;35;-29,698484809835 49,4974746830583;49;-49,4974746830583
42;35;0 42;14;0 29,698484809835;14;-29,698484809835 29,698484809835;35;-29,698484809835
42;14;0 70;7;0 49,4974746830583;7;-49,4974746830583 29,698484809835;14;-29,698484809835
70;7;0 77;0;0 54,4472221513642;0;-54,4472221513642 49,4974746830583;7;-49,4974746830583
77;0;0 84;0;0 59,39696961967;0;-59,39696961967 54,4472221513642;0;-54,4472221513642
84;0;0 91;-21;0 64,3467170879758;-21;-64,3467170879758 59,39696961967;0;-59,39696961967
91;-21;0 98;-42;0 69,2964645562816;-42;-69,2964645562817 64,3467170879758;-21;-64,3467170879758
98;-42;0 98;-70;0 69,2964645562816;-70;-69,2964645562817 69,2964645562816;-42;-69,2964645562817
98;-70;0 70;-91;0 49,4974746830583;-91;-49,4974746830583 69,2964645562816;-70;-69,2964645562817
70;-91;0 63;-91;0 44,5477272147525;-91;-44,5477272147525 49,4974746830583;-91;-49,4974746830583
63;-91;0 70;-112;0 49,4974746830583;-112;-49,4974746830583 44,5477272147525;-91;-44,5477272147525
70;-112;0 77;-126;0 54,4472221513642;-126;-54,4472221513642 49,4974746830583;-112;-49,4974746830583
77;-126;0 49;-140;0 34,6482322781408;-140;-34,6482322781408 54,4472221513642;-126;-54,4472221513642
49;-140;0 35;-147;0 24,7487373415292;-147;-24,7487373415292 34,6482322781408;-140;-34,6482322781408
35;-147;0 7;-147;0 4,94974746830583;-147;-4,94974746830583 24,7487373415292;-147;-24,7487373415292
7;-147;0 0;-147;0 4,94974746830583;-147;-4,94974746830583
0;126;0 19,7989898732233;126;-19,7989898732233 -3,5527136788005E-15;126;-28
19,7989898732233;126;-19,7989898732233 39,5979797464467;119;-39,5979797464467 -7,105427357601E-15;119;-56 -3,5527136788005E-15;126;-28
39,5979797464467;119;-39,5979797464467 44,5477272147525;105;-44,5477272147525 -3,5527136788005E-15;105;-63 -7,105427357601E-15;119;-56
44,5477272147525;105;-44,5477272147525 49,4974746830583;91;-49,4974746830583 0;91;-70 -3,5527136788005E-15;105;-63
49,4974746830583;91;-49,4974746830583 59,39696961967;84;-59,39696961967 -7,105427357601E-15;84;-84 0;91;-70
59,39696961967;84;-59,39696961967 49,4974746830583;49;-49,4974746830583 0;49;-70 -7,105427357601E-15;84;-84
49,4974746830583;49;-49,4974746830583 29,698484809835;35;-29,698484809835 -3,5527136788005E-15;35;-42 0;49;-70
29,698484809835;35;-29,698484809835 29,698484809835;14;-29,698484809835 -3,5527136788005E-15;14;-42 -3,5527136788005E-15;35;-42
29,698484809835;14;-29,698484809835 49,4974746830583;7;-49,4974746830583 0;7;-70 -3,5527136788005E-15;14;-42
49,4974746830583;7;-49,4974746830583 54,4472221513642;0;-54,4472221513642 -7,105427357601E-15;0;-77 0;7;-70
54,4472221513642;0;-54,4472221513642 59,39696961967;0;-59,39696961967 -7,105427357601E-15;0;-84 -7,105427357601E-15;0;-77
59,39696961967;0;-59,39696961967 64,3467170879758;-21;-64,3467170879758 -7,105427357601E-15;-21;-91 -7,105427357601E-15;0;-84
64,3467170879758;-21;-64,3467170879758 69,2964645562816;-42;-69,2964645562817 -1,4210854715202E-14;-42;-98 -7,105427357601E-15;-21;-91
69,2964645562816;-42;-69,2964645562817 69,2964645562816;-70;-69,2964645562817 -1,4210854715202E-14;-70;-98 -1,4210854715202E-14;-42;-98
69,2964645562816;-70;-69,2964645562817 49,4974746830583;-91;-49,4974746830583 0;-91;-70 -1,4210854715202E-14;-70;-98
49,4974746830583;-91;-49,4974746830583 44,5477272147525;-91;-44,5477272147525 -3,5527136788005E-15;-91;-63 0;-91;-70
44,5477272147525;-91;-44,5477272147525 49,4974746830583;-112;-49,4974746830583 0;-112;-70 -3,5527136788005E-15;-91;-63
49,4974746830583;-112;-49,4974746830583 54,4472221513642;-126;-54,4472221513642 -7,105427357601E-15;-126;-77 0;-112;-70
